Obsolète;Code terrain;Toponyme;Type;Date creation;Dernière modification;Date validation;Position;Latitude;Longitude;Altitude;Consignes;Nombre de pistes;Nature première piste;Axe préférentiel première piste;Largeur première piste;Longueur première piste;Orientation première piste;Nature deuxième piste;Axe préférentiel deuxième piste;Largeur deuxième piste;Longueur deuxième piste;Orientation deuxième piste;Radio;Carburant;Facilités;Facilités en clair;Email de contact;Téléphone;Informations complémentaires;Gestionnaire terrain
;LF4525;La Selle en Hermoy;Base ULM Autorisation OBLIGATOIRE ;17/11/2011;03/05/2023;04/05/2023;48.016051686737,2.899811267852783;N 48 00 58;E 002 53 59;440 ft;"Utiliser la piste 22 à l'atterrissage et la piste 04 au décollage.


Pas de passage bas, ni de touch and go, car l'approche ou la remise de gaz serait dans le mauvais sens.


Par vent fort, terrain dangereux à cause des arbres entourant la piste.





";1;herbe;'22;20;350;'04-22;herbe;;;;'Inconnue;125.335;TOTAL à 1,5 Km;5;Camping possible;thierry.pujolle.45@gmail.com;+33 7 81 10 08 17;"Atterrissage en piste 22 préférentiel


Terrain situé à 12 km de Montargis et 13 km de Courtenay.


Village situé à 500 m au S/W de la piste.


Après une période pluvieuse, risque de zone inondée à 1/3 de la piste 04


Par vent fort, terrain à éviter à cause des turbulences causées par les arbres








     ";Particulier
oui;LF4551;Sandillon;Base ULM fermée définitivement;09/06/2011;21/04/2014;08/06/2015;47.82527286743345,2.059033455017129;N 47 49 31;E 002 03 33;360 ft;Ligne EDF haute tension à 500m au nord. Tour de piste à 150m sol à l'est Survol du bois au nord de la piste interdit Piste tendre et amoureuse en cas de fortes pluies;1;herbe;;30;450;'18-36;herbe;;;;'Inconnue;123.5;;;;;;Fermé depuis le 2 Avril 2014.;
;LF4552;Saint Benoit sur Loire;Base ULM ouverte tous types;05/11/2011;22/04/2025;24/04/2025;47.791479259993345,2.3373365423414043;N 47 47 29;E 002 20 14;367 ft;"Tour de piste 150m sol au SE. 


Survol village lieu-dit 'Les Places' interdit. 


Piste préférentielle 04 par vent travers ou nul


Seuil de piste décalé de 8O m en 04 cause chemin communal


";1;herbe;'04;20;300;'04-22;herbe;;;;'Inconnue;125.335;;4,5;Gîte à proximité, Camping possible;ulm.st.benoit@orange.fr;+33 2 38 35 76 78;"Attention : Soyez vigilants, risque de fouilles de sangliers sur piste et taxi.


Clôture électrique en début de piste 22, hauteur 0,70m";Association Loi 1901
;LF4553;Beaugency;Base ULM Autorisation OBLIGATOIRE ;09/04/2011;19/07/2025;09/03/2026;47.748875,1.578308;N 47 44 56;E 001 34 42;335 ft;"L'arrivée et le départ doivent se faire UNIQUEMENT par le NORD/NORD OUEST.


DÉPARTS : L'autoroute passée + 300 mètres, choisir sa route.


Pour une destination SUD attendre le dépassement de Mer pour prendre son cap.


Pour une destination EST attendre le dépassement de Beaugency pour prendre son cap.


Lors d'un décollage en 05, le survol des fermes est interdit.";1;herbe;;20;300;'05-23;;;;;;125.335;NON;0;invalid;air.centre.ulm@gmail.com;+33 7 64 23 59 62;"AUTORISATION IMPÉRATIVE AVANT TOUTE VENUE


MERCI DU STRICT RESPECT DES CONSIGNES





TERRAIN A PROXIMITE DE LA P34 ET SOUS LA R149A.





Le seuil de piste QFU23 est identifié par 3 cônes de chaque côté.";AIR CENTRE ULM
oui;LF4554;Beaulieu-sur-Loire;Base ULM fermée définitivement;08/03/2011;10/01/2025;06/04/2025;47.557566673404,2.8254896772460825;N 47 33 27;E 002 49 32;443 ft;"Circuit au SO pour les Paramoteurs.


Circuit au NE (vers la Loire) pour les autres classes, 1200 fts QNH.


Par vent fort travers, attention aux turbulences. Se poser le plus possible en milieu de piste.


";1;herbe;;12;600;'15-33;herbe;;;;'Inconnue;125.335;Sur demande Tel;3,6,2,4,5;Restauration sur place, Restauration &agrave proximité, Hangar possible, Gîte à proximité, Camping possible;peter.bracher4@gmail.com;+41 79 371 84 72;"Fermé temporairement depuis le 26/09/2023





Attention trous de lapins et taupes en dehors de piste et au roulage.


Roulage interdit hors de la piste, taxiway et parking.





Plate-forme ouverte tous les jours.





Canoë kayak sur place.


Possibilité de camping et restauration.





Attention ! A 6km en amont du fleuve (sud), centrale nucléaire de Belleville, avec une zone interdite 5 km autour.";
;LF4555;Mardié;Base ULM Autorisation OBLIGATOIRE ;08/03/2011;09/01/2025;05/02/2026;47.903611,2.067778;N 47 54 13;E 002 04 04;365 ft;"Tour de piste au Nord à 500 ft, ne pas survoler Mardié et Chécy au Sud. 





Attention école paramoteur, beaucoup d'activités paramoteur. 





Faites-vous voir avant de poser.";1;herbe;;40;300;'07-25;;;;;;125.335;;0;invalid;president@ucom-paramoteur.fr;+33 6 70 49 86 78;;Club UCOM : ULM club Orléans Mardié
;LF4556;Marsainvilliers;Base ULM Autorisation OBLIGATOIRE ;29/09/2011;26/07/2020;14/04/2023;48.221641946572,2.261080741882324;N 48 13 18;E 002 15 40;416 ft;"Eviter le survol du hameau de Fresnes au sud, du village de Marsainvilliers à l'est, et du village d'Engenville au nord-ouest. 





Si vous vous posez sur la 11, respectez le seuil de piste décalé de 50 m par rapport à la route.";1;herbe;;20;300;'11-29;herbe;;;;'Inconnue;125.335;;0;invalid;ch.merle@wanadoo.fr;+33 6 87 06 31 95;"Tour de Piste au NORD


Aucun survol des 3 villages avoisinants la base :


- Engenville et sa coopérative agricole


- Marsainvilliers


- Hameau de Fresnes";
;LF4557;Villemoutier;Base ULM ouverte tous types;08/03/2011;10/12/2019;14/04/2023;47.970292698356,2.5735818941650423;N 47 58 13;E 002 34 25;328 ft;ne pas utiliser autrement qu'en secours  ;1;herbe;;;350;'03-21;herbe;;;;'Inconnue;125.335;;0;invalid;;;;
;LF4558;Cravant les Lilas;Base ULM Autorisation OBLIGATOIRE ;08/03/2011;28/05/2021;14/04/2023;47.83670210044272,1.6178366243286746;N 47 50 12;E 001 37 04;377 ft;;1;herbe;;24;380;'03-21;herbe;;;;'Inconnue;125.335;Oui;3,2,4;Restauration sur place, Hangar possible, Gîte à proximité;leslilaspele@gmail.com;+33 2 38 46 43 45;"Nous avons 4 grandes chambres d'hôtes tout confort, pour tous les visiteurs qui viendraient avec leurs propre ULM, 


Une cuisine est disponible pour les pilotes. 


Contactez Philippe Pelé au 02 38 46 43 45 ou 06 60 28 95 11. 


leslilaspele@gmail.com


http://www.les-lilas.org/ p";Mr Pelé Philippe
;LF4559;Egry;Base ULM Autorisation OBLIGATOIRE ;09/11/2011;24/12/2015;14/04/2023;48.106413886122,2.4480199813842773;N 48 06 23;E 002 26 53;361 ft;"Tour de Piste à l'est


Sur la 01, un chemin communal en seuil de piste...";1;herbe;;20;340;'01-19;herbe;;;;'Inconnue;125.335;;0;invalid;mtm.lenoble@orange.fr;+33 6 70 63 45 92;;Michel Lenoble
;LF4560;La Rosétaine;Base ULM ouverte tous types;22/01/2012;24/12/2015;14/04/2023;48.128198778454355,2.9373591719732985;N 48 07 42;E 002 56 14;429 ft;"Tour de piste obligatoire côté autoroute


manche à air en 09, éviter le survol du village et des hameaux.


longueur totale de la piste: 390 m. Taxiway de 18 m.";1;herbe;'09;40;300;'09-27;herbe;;;;'Inconnue;125.335;Sur demande;6;Restauration &agrave proximité;yvon.boyer@wanadoo.fr;+33 6 08 27 89 48;Respecter le tour de piste par le Nord , éviter le survol du village et des hameaux.;Boyer Yvon
;LF4561;Les Avant Gardes;Aérodrome Privé Ouvert aux ULM;11/03/2012;22/06/2024;24/06/2024;47.81309235631353,2.235368296305296;N 47 48 47;E 002 14 07;350 ft;"Tour de piste au Nord


Éviter le survol des habitations


Piste turbulente par vent du nord et nord-est sur seuil 11.


Terrain gras après fortes averses.";1;herbe;;25;400;'11-29;herbe;;;;'Inconnue;123.500;Sur demande;6,4,5;Restauration &agrave proximité, Gîte à proximité, Camping possible;aero-lesavantgardes@orange.fr;+33 6 43 43 06 81;"Aerodrome privé soumis à autorisation préalable.


Contacter propriétaire pour formalités.


Camping possible sur place .


Sanitaires avec douches H/F et personnes à mobilité réduite.


Association loi 1901 avec instructeurs Aero-Les Avant Gardes .


Sécurité : Un extincteur est situé à mi longueur de la piste dans un abri.





Documents téléchargeables après demande à l'adresse mail


aero-lesavantgardes@orange.fr";CABOURDIN DIDIER
;LF4562;St Germain;Base ULM Accès privé;07/08/2012;24/12/2015;14/04/2023;47.95826333283458,2.8433729171753157;N 47 57 30;E 002 50 36;450 ft;"Préférer la 10 à l'atterrissage, la 28 au décollage


Tour de piste main gauche (éviter le survol du village), dernier virage devant la ligne Haute Tension.";1;herbe;'10;30;210;'10-28;herbe;;;;'Inconnue;125.335;;0;invalid;;+33 6 87 07 31 05;;Jerome
oui;LF4563;Mézières lez Cléry;Aérodrome fermé.;12/12/2013;10/12/2019;23/08/2025;47.810833333333,1.8408333333333076;N 47 48 39;E 001 50 27;344 ft;"Aérodrome privé, exclusivement réservé au vol à voile. 


Utilisation du treuil.";1;herbe;;100;800;'01-19;herbe;;;;'Inconnue;122.50;;0;invalid;;+33 6 68 92 72 29;"Aérodrome privé, exclusivement réservé au vol à voile. 


Utilisation du treuil.";PLANEURS DE MEZIERES VAL DE LOIRE
oui;LF4564;AIR et ESPACE;Base ULM fermée définitivement;03/04/2017;08/10/2021;27/05/2022;48.042027556218,3.075995540618919;N 48 02 31;E 003 04 34;540 ft;Attention ! Terrain fermé;1;herbe;'21;20;350;'03-21;herbe;;;;'Inconnue;123.500;en ville à 1km;6,4;Restauration &agrave proximité, Gîte à proximité;airetespace@outlook.fr;+33 6 80 61 17 59;Attention ! Terrain fermé;AIR et ESPACE
;LF4565;ULM LA CAVE;Aérodrome Privé Ouvert aux ULM;29/04/2017;30/04/2017;02/05/2017;47.872222222222,2.4544444444443343;N 47 52 20;E 002 27 16;410 ft;"Verticale Terrain - observation manche à Air.


Ne pas survoller village secteur NW.


PPR obligatoire";1;herbe;;30;330;'14-32;herbe;;;;'Inconnue;;;;;claude-christiane@wanadoo.fr;+33 6 82 91 22 19;"Contacte : Mr & Mme BLIN


06 82 91 22 19";
;LF4566;La Ferté Saint Aubin;Base ULM Accès privé;01/10/2025;03/10/2025;07/10/2025;47.697040,1.895000;N 47 41 49;E 001 53 42;360 ft;Ne pas survoler les habitations environnantes.;1;herbe;'03;22;300;'03-21;;;;;;125.335;;0;invalid;aero.lfsa@gmail.com;;"Seuils 03 et 21 décalés à cause des arbres à chaque extrêmité


Base ulm privée


Autorisation obligatoire à demander à: aero.lfsa@gmail.com";aero lfsa
;LF4621;Calviac;Aérodrome Privé Ouvert aux ULM;08/03/2011;08/06/2025;10/06/2025;44.92716365038049,2.0681569671078304;N 44 55 38;E 002 04 05;2100 ft;"En piste 17 seuil décalé de 220 mètres permettant d'obtenir une trouée sous un plan de 7%,la longueur de roulement restante à l'atterrissage est alors de 400 mètres


En piste 35,un seuil décalé de 140 mètres permet d'obtenir une trouée sous un plan de 7%";1;dur;'17;5;600;'17-35;herbe;;;;'Inconnue;123.500;;0;invalid;a.condamine@orange.fr;+33 6 85 76 44 91;"AÉRODROME PRIVÉ.


Piste en dur très étroite et de profil convexe, Conditions aérologiques particulières pouvant être générées par le relief et les obstacles environnants (arbres situés à l'ouest  et aux seuils de pistes ). PISTE RÉSERVÉE AUX AÉRONEFS BASÉS.


";Alexandre Condamine
;LF4623;Lacave Le Frau;Aérodrome Privé Ouvert aux ULM;01/10/2011;18/07/2016;21/07/2016;44.841690423606,1.5891122817993164;N 44 50 30;E 001 35 21;980 ft;"bande goudronnée de 8.5 m. 


Montante au QFU 13, donc 13 préférentielle à l’atterrissage par vent faible à moyen.";1;dur;'13;0;630;'13-31;herbe;;;;'Inconnue;123.5;;6;Restauration &agrave proximité;sebastienlestrade@gmail.com;+33 6 03 60 00 19;;Lestrade Sébastien
;LF4624;Loupiac;Aérodrome privé fermé temporairement;01/08/2011;14/09/2020;15/09/2020;44.831411599134,1.4746149338616306;N 44 49 53;E 001 28 29;895 ft;"Aérodrome privé PPR obligatoire


Situé à 200m à l'est de la N20 (2x2 voies). 





Atterrissage préférentiel en 28 (légère pente)





Possibilité de rabattants en finale 28 en cas de vent de secteur ouest. ";1;herbe;'28;20;480;'10-28;herbe;;;;'Inconnue;123.500;;2;Hangar possible;gilles.fabre@wanadoo.fr;+33 6 75 40 33 05;;Gilles Fabre
;LF4627;Saint Médard de Presque;Aérodrome Privé Ouvert aux ULM;01/08/2011;12/09/2018;15/05/2021;44.84302408620632,1.8311390380371222;N 44 50 35;E 001 49 52;1246 ft;Pente 3 à 4 %, montante au cap 300 donc ATR obligatoire au 300 et DL au 120 terrain non ouvert à la CAP demande d'autorisation obligatoire (sans problème) déconseillé aux pilotes non habitués aux pistes en herbe et/ou courtes, et aux avions chargés.;1;herbe;'30;30;550;'12-30;herbe;;;;'Inconnue;123.500;;0;invalid;;+33 6 81 26 28 44;Par précaution, après le décollage au 120, il est conseillé de virer à gauche de 30° environ pour éviter la colline en face de la piste et se retrouver au dessus de la vallée plus basse de quelques 500 ft ... L’atterrissage avec vent est déconseillé pour ceux qui ne connaissent pas l’aérologie autour de la plate-forme...;Delprat Albert (Avion), Lestrade Robert (ULM)
;LF4628;Montaigu de Quercy Valprionde;Aérodrome Privé Ouvert aux ULM;01/08/2011;15/09/2015;15/05/2021;44.365065994687,1.092088222503662;N 44 21 54;E 001 05 32;883 ft;Exploitant : un citoyen néerlandais. Notez : L'autorisation d'utilisation de cet aérodrome privé par un visiteur est systématiquement refusé par la Préfecture du Lot, suite à l'existence (création antérieure) d'un autre aérodrome (Couloussac) privé à 200m du premier, et à piste 12/30 (convergente). Cet aérodrome est à cheval sur 2 départements: le Lot et le Tarn-et-Garonne. Position GPS : N44° 21' 53'  E001° 05' 33'.;1;herbe;;12;700;'14-32;herbe;;;;'Inconnue;123.500;;0;invalid;;31 294 263 444;;
;LF4629;Cabrerets;Base ULM Autorisation OBLIGATOIRE ;01/08/2011;04/06/2025;06/06/2025;44.514150030852605,1.5925025939941406;N 44 30 51;E 001 35 33;1177 ft;"Aérodrome privé apparemment hors service.


Se renseigner auprès du Gestionnaire. 


Atterrissage uniquement en 35 (piste montante).";1;herbe;;0;600;'17-35;herbe;;;;'Inconnue;125.335;;0;invalid;;+33 5 65 31 40 72;;Mr Caminade  Bernard
oui;LF4630;Bigues Carlucet;Base ULM fermée définitivement;08/03/2011;22/07/2020;15/12/2024;44.744167,1.618333000000007;N 44 44 39;E 001 37 06;1045 ft;"Piste en pente : altitude seuil 17: 1045', extrémité 17: 1105'. 





Seule la piste 17 est utilisable à l'atterrissage, même par vent arrière, jusqu'à 20kt ";1;herbe;'17;30;750;'17-35;herbe;;;;'Inconnue;125.335;;0;invalid;;;Endroit charmant dans le parc régional des Causses, avec un calme absolu, sans restauration, ni logement, ni transport... à 11km du plus proche commerce (à Rocamadour) à pied ... le désert ... ;
;LF4631;Vers;Base ULM Autorisation OBLIGATOIRE ;12/04/2011;05/03/2016;14/04/2023;44.486389,1.5330559999999878;N 44 29 11;E 001 31 59;981 ft;"Attention aux rabattants par vent traversier. 


Tel si possible pour infos. 


En finale, toujours arriver avec du moteur.";1;herbe;'05;30;280;'05-23;herbe;;;;'Inconnue;125.335;;;;djouclas@wanadoo.fr;+33 6 73 11 12 01;"Une des étapes du 'peuple migrateur', la plateforme constitue un excellent point de départ pour des excusions aériennes vers les spots de la région tels Rocamadour ou les vallées du Lot et du Célé.





piste montante 6 %";
;LF4632;Montfaucon;Base ULM ouverte tous types;14/08/2011;29/06/2025;01/07/2025;44.691214732988,1.6190886497497559;N 44 41 28;E 001 37 09;1148 ft;Tour de piste standard main gauche hauteur 500 pieds. ;1;herbe;'31;15;350;'13-31;herbe;;;;'Inconnue;125.335;;0;invalid;ulmclublotois@gmail.com;+33 1 7 69 71 61 96;"Base ouverte toute l année.


Pour tout stationnement sur la base, individuel ou groupe,prévenir obligatoirement au 0769716196. La messagerie et les SMS ne sont pas consultés.";Association ULM CLUB LOTOIS
;LF4651;Cézac;Base ULM Accès privé;08/03/2011;11/12/2015;14/04/2023;44.3475,1.347778000000062;N 44 20 51;E 001 20 52;902 ft;"Tour de piste à l'Est à 500ft QFE.


Terrain privé soumis à autorisation pour être utilisé.";1;herbe;'34;30;250;'16-34;herbe;;;;'Inconnue;125.335;;;;;+33 6 85 38 26 56;;
;LF4652;les landes;Aérodrome Privé Ouvert aux ULM;14/07/2012;18/01/2014;21/01/2014;44.94422507936338,1.6469896793365706;N 44 56 39;E 001 38 49;700 ft;;1;herbe;'10;20;350;'10-28;herbe;;;;'Inconnue;123.5;;;;jean-louis.clauzel@wanadoo.fr;+33 06 07 13 26 48;;
oui;LF4653;base ulm de Saux;Base ULM fermée définitivement;09/05/2016;29/09/2018;30/09/2018;44.396520699110546,1.0640683038411591;N 44 23 47;E 001 03 51;830 ft;"TOUR DE PISTE SUD 1900FT QNH (imperatif cause nuisances sonores)





DECOLLAGE 28 : Dégager 30° Droite aprés Décollage, Montée rectiligne 1900 FT Mini.


Attention : seuil de piste 10 décalé 100M cause obstacles en finale


";1;herbe;'28;15;360;'10-28;herbe;;;;'Inconnue;123.50;;6,4,5;Restauration &agrave proximité, Gîte à proximité, Camping possible;contact@val-ulm.fr;+33 6 80 02 41 79;"Autorisation et consignes sur Val-ULM.fr ou par téléphone 06 80 02 41 79


";Vallée du lot aéroloisirs
;LF4722;Castillonnès ;Aérodrome Privé Ouvert aux ULM;18/10/2011;15/07/2022;17/07/2022;44.698555455492965,0.6387519836425781;N 44 41 55;E 000 38 20;394 ft;"ULM: Tour de piste au NE à 1000ft AAL obligatoire pour les non basés


Avion: Tour de piste au SW à 1000ft AAL


Route aux seuils 33 et ligne électrique à 250m";2;herbe;'33;20;600;'15-33;herbe;;20;450;'15-33;123.500;Sur demande;4;Gîte à proximité;contactaeroclubcastillonnes@gmail.com;+33 6 83 32 54 13;"PPR : Préavis obligatoire. Formulaire téléchargeable sur le site web à renvoyer 24h avant.


Plateforme inutilisable en période humide


Respecter les zones interdites de survol (voir sur le site web) -


Accès réservé aux ACFT basés pendant la période de chasse à la palombe (2ième semaine d'octobre au 20 novembre)


Piste ULM seuil décalé de 150m au QFU 33


Décollage interdit après 20h  pour faire du tour de piste.";Manuel SAEZ
oui;LF4723;Condezaygues;Base ULM fermée temporairement ;08/03/2011;06/12/2019;10/03/2025;44.479614829788154,0.9164309656066507;N 44 28 47;E 000 54 59;302 ft;;1;herbe;;;300;'16-34;herbe;;;;'Inconnue;125.335;;0;invalid;;+33 5 53 71 56 51;piste invisible sur google earth;
;LF4724;Montpezat d'Agenais;Aérodrome Privé Ouvert aux ULM;23/08/2011;22/10/2024;24/10/2024;44.364191604093,0.4914665222167969;N 44 21 51;E 000 29 29;120 ft;"TDP à l'Est à 500 ft.





Activité écolage importante.";2;herbe;'33;40;800;'15-33;herbe;;40;250;'10-28;123.50;Avgas UL 91;3,2,4,5,1;Restauration sur place, Hangar possible, Gîte à proximité, Camping possible, Atelier ULM;info@ulmstex.com;+33 5 53 95 08 81;"Formations pilotes, instructeurs et DNC


Maintenance, entretien : http://www.ulmstex.com





Restauration et Hébergements sur place (chambres et studios)


Le meilleur accueil vous est réservé";Philippe Boucherat
